matchId,blueTeamDragonKills,blueTeamFirstBlood,redTeamDragonKills,blueTeamControlWardsPlaced_diff,blueTeamWardsPlaced_diff,blueTeamTotalKills_diff,blueTeamHeraldKills_diff,blueTeamTowersDestroyed_diff,blueTeamInhibitorsDestroyed_diff,blueTeamTurretPlatesDestroyed_diff,blueTeamMinionsKilled_diff,blueTeamJungleMinions_diff,blueTeamTotalGold_diff,blueTeamXp_diff,blueTeamTotalDamageToChamps_diff,blueWin
EUW1_6879033810,0,1,1,1,17,2,0,-1,0,-6,22,12,-311,795,2317,0
EUW1_6878990531,0,1,2,0,7,-6,0,0,0,-8,20,-20,-1649,-1601,-10969,0
EUW1_6878889944,0,1,2,-4,-7,2,1,0,0,-5,29,-43,465,-2731,-3585,0
EUW1_6878824034,0,1,2,1,2,-4,0,0,0,-8,-43,-20,-3043,-840,-5087,1
EUW1_6878299607,1,1,1,-4,5,-6,0,-1,0,-8,8,22,-349,861,-5622,1
EUW1_6878238049,1,0,0,-1,-9,-3,-1,-1,0,-9,-6,20,-2536,-487,-8367,1
EUW1_6878191107,1,1,0,-1,-21,1,-1,0,0,-2,9,30,586,32,-8637,1
EUW1_6878152923,0,0,1,5,6,5,0,-1,0,-4,-76,4,62,609,-727,0
EUW1_6877754061,1,1,1,0,4,18,0,1,-1,2,63,17,13216,5941,9691,1
EUW1_6877726183,2,0,0,6,-121,1,0,0,0,-2,-27,14,-1294,-618,4335,0
EUW1_6877169476,1,0,1,1,-3,2,0,0,0,-4,7,-9,4099,1680,6772,1
EUW1_6883049850,2,1,0,-5,-6,2,0,-2,0,-6,-21,-28,-1978,-2729,-958,1
EUW1_6882784415,2,0,0,-1,5,3,0,0,0,-2,19,-20,2454,241,835,1
EUW1_6882734985,1,0,0,-5,0,4,0,0,0,-3,-2,28,2371,3075,7756,0
EUW1_6882696860,1,0,1,-6,-8,2,0,1,0,-3,83,6,3528,1098,6858,1
EUW1_6882659759,0,0,2,2,2,-9,0,-1,0,-3,0,-11,-4230,-2578,-2070,0
EUW1_6882632761,0,0,2,1,4,-16,0,-1,0,-6,-90,-4,-9192,-7295,-15496,0
EUW1_6882539776,0,0,2,-3,0,-6,0,-1,0,-1,-31,-12,-3605,-3584,-6377,0
EUW1_6881683789,0,1,2,0,-66,-4,0,0,0,-1,-15,2,-3065,-916,-7726,0
EUW1_6881450232,1,0,1,-2,-8,9,-1,2,0,-5,61,-4,6066,3942,17256,1
EUW1_6881413862,1,1,1,-3,-77,1,0,0,0,-2,47,16,2474,1128,3640,1
EUW1_6881332205,0,1,2,1,3,17,0,1,0,-1,14,34,7872,4819,11776,0
EUW1_6881282641,0,1,2,-1,263,-10,0,-2,0,-4,23,-23,-3163,-1588,-7442,1
EUW1_6881163912,2,1,0,0,4,6,0,0,0,-3,30,21,4089,2873,3608,1
EUW1_6879934715,2,0,0,4,14,-3,0,-1,0,-10,-67,35,-1319,-245,669,1
EUW1_6879892278,2,0,0,4,-14,-13,0,-1,0,-9,-40,19,-7848,-4401,-12107,0
EUW1_6879837646,0,0,2,1,3,-4,0,-1,0,-2,12,-32,-2362,-1638,3084,0
EUW1_6868014449,1,0,1,0,-5,0,-1,-1,0,-4,-47,-8,-1609,-696,877,1
EUW1_6867847617,1,1,0,3,12,8,1,2,0,0,85,-1,7990,5034,9813,1
EUW1_6866914150,1,1,1,2,-1,5,1,0,0,-5,-25,-20,714,-639,553,1
EUW1_6865342097,0,0,1,-2,-6,-9,0,-3,0,-9,-37,-9,-7710,-4187,-10276,0
EUW1_6862696687,2,0,0,-3,-205,4,0,0,0,-6,-17,-19,2199,-102,-1513,1
EUW1_6862634721,1,0,1,-1,-2,8,1,1,0,-1,19,0,5125,3135,7562,1
EUW1_6861660665,0,0,2,0,7,-3,0,0,0,-2,9,40,276,372,2144,1
EUW1_6861477512,1,1,0,-2,-7,6,0,1,0,2,55,45,5954,3081,12293,1
EUW1_6861413319,1,1,1,-3,1,-1,-1,0,0,-3,-8,15,-63,-23,6305,1
EUW1_6861368111,0,0,2,-5,-12,-6,-1,-1,0,-9,-51,24,-4333,-2372,-1331,0
EUW1_6848874745,1,1,0,4,52,10,0,1,0,-1,51,-14,4770,2565,126,0
EUW1_6841568522,2,1,0,-1,-228,9,0,2,0,-5,16,8,6031,3925,10659,1
EUW1_6841302829,0,1,2,0,2,-6,0,1,0,-6,-11,-46,-2806,-3983,-675,0
EUW1_6841229856,2,1,0,1,-10,10,0,1,0,-6,-16,12,3718,3501,5738,1
EUW1_6839510383,0,0,1,-2,-6,-1,-1,-1,0,-10,-33,-29,-1346,-1664,-7562,1
EUW1_6839478209,1,1,1,0,215,2,1,0,0,-3,9,20,598,182,2376,0
EUW1_6883639895,1,1,0,2,5,-2,0,0,0,-5,-5,4,-542,-1162,3370,0
EUW1_6883613343,2,1,0,0,-9,10,0,0,0,-8,15,30,3879,5351,7111,1
EUW1_6883570765,2,1,0,1,2,1,0,1,0,-4,-12,50,1351,424,99,1
EUW1_6883402396,1,0,1,6,8,-1,0,0,0,-7,-48,18,-64,-1982,2091,1
EUW1_6883326960,0,0,2,0,8,1,0,-2,0,-4,-10,-25,-1708,-709,-11917,0
EUW1_6883258407,0,0,1,-3,-54,-8,0,0,0,-6,43,11,848,-540,-622,0
EUW1_6883215540,2,0,0,-3,142,1,0,0,0,-4,-2,24,202,2020,-1393,0
EUW1_6883140629,0,0,1,-1,15,-11,0,-3,0,-4,21,19,-2559,-156,-12240,1
EUW1_6883015506,0,1,2,-2,-8,-5,0,1,0,-5,33,-20,-618,-837,-10218,0
EUW1_6882316344,0,1,2,-3,1,0,0,-1,0,-4,-15,-11,-327,-22,-5494,1
EUW1_6882259721,2,0,0,1,-106,4,1,0,0,-6,-26,15,1078,958,2862,1
EUW1_6879823005,0,1,2,-5,-8,-2,0,0,0,-6,30,4,-379,-717,2307,0
EUW1_6879757028,2,1,0,6,11,0,0,-1,0,-5,-6,-35,-1193,-997,-8184,0
EUW1_6879689416,0,1,1,6,-7,-1,0,-1,0,-5,-6,4,-1581,-780,-4671,1
EUW1_6879626000,2,0,0,-2,-74,-3,0,1,0,-1,3,-15,462,-813,-6308,1
EUW1_6878313140,0,1,1,-1,-4,4,1,1,0,1,-20,-1,1379,1490,3616,1
EUW1_6878273338,0,1,1,2,-57,0,0,1,0,-8,58,-26,1400,-580,6056,0
EUW1_6878250729,2,0,0,3,2,15,0,3,0,3,51,-10,7815,4553,10694,1
EUW1_6877306360,0,0,1,-1,-5,-4,0,-2,0,-8,-59,-23,-4489,-4874,-3139,0
EUW1_6877197378,0,1,1,1,-16,-1,0,0,0,-2,-10,-8,-147,-333,3304,1
EUW1_6876778262,0,0,2,-3,-2,-11,-1,-2,0,-12,-66,-60,-7744,-5225,-4445,0
EUW1_6876576428,0,1,2,2,-4,2,0,-1,0,-11,-9,-12,-287,-171,-4553,1
EUW1_6869821966,2,1,0,1,4,-1,0,0,0,-3,-8,15,-338,-118,-5034,1
EUW1_6869696693,1,1,1,-1,-23,-4,0,0,0,0,19,-2,-1152,-1816,-677,0
EUW1_6869606656,0,0,1,-3,-7,-11,-1,-1,0,-7,-78,-54,-7854,-4867,-13394,0
EUW1_6869431858,0,1,2,-4,-68,3,0,-1,0,-11,-8,4,1006,2102,6977,0
EUW1_6868084899,1,1,0,-1,-5,6,0,2,0,5,21,0,5051,2183,2206,1
EUW1_6841499908,0,1,2,-3,-67,1,0,-2,0,-11,-46,12,-2508,-1387,-793,0
EUW1_6841360204,0,0,2,1,1,-3,0,-1,0,-7,-13,10,-1428,-1008,727,0
EUW1_6839097687,1,0,0,2,3,2,0,-1,0,-6,-54,6,-1509,66,-3261,1
EUW1_6839057177,0,1,1,-5,-15,-22,0,-4,0,-16,-75,-37,-13037,-8620,-31375,0
EUW1_6839006137,1,0,1,0,6,-1,0,-1,0,-8,78,17,3815,2374,-4298,1
EUW1_6838948548,1,0,1,0,6,0,0,-1,0,-1,-25,-11,-658,-1661,-9337,0
EUW1_6838817378,0,1,0,0,-9,-2,0,-1,0,-9,20,-9,-2925,-86,-6049,0
EUW1_6838763805,1,0,1,-4,-5,1,0,0,0,-1,-3,26,2110,1092,-674,1
EUW1_6838694165,1,1,1,-3,-6,0,0,0,0,-7,95,11,3236,697,3915,1
EUW1_6838647918,0,1,2,-1,80,5,0,-1,0,0,73,20,5584,2051,1552,1
EUW1_6837696071,0,1,2,0,-9,-8,-1,-2,0,-9,0,25,-3496,-1984,-3575,0
EUW1_6837648967,0,1,1,0,45,5,1,1,0,-3,-3,-7,3011,2022,1311,1
EUW1_6837297619,0,1,1,0,132,1,0,0,0,-4,7,-9,1063,200,4129,0
EUW1_6883419894,0,0,1,-7,-105,4,0,2,0,10,40,43,6245,4278,9460,1
EUW1_6883363985,0,1,2,-3,5,-8,0,-2,0,-15,-29,-8,-5495,-5000,6979,0
EUW1_6878768316,1,1,1,-2,18,-5,-1,-1,0,-10,-81,-4,-3516,-3316,-7362,0
EUW1_6855510058,0,1,2,6,9,-4,0,1,0,-5,-2,-11,291,-753,-12119,0
EUW1_6855502456,2,1,0,0,10,1,-1,-1,0,-2,48,28,3980,20,4000,1
EUW1_6855485632,0,1,2,1,2,4,0,-1,0,-6,-22,18,1190,2391,3440,1
EUW1_6879754644,1,0,1,0,-53,1,0,-1,0,-5,40,-35,3365,-1091,4203,1
EUW1_6876542746,1,1,1,3,-52,-5,-1,-1,0,-11,-22,-10,-3497,-2763,-10896,1
EUW1_6874812798,0,0,2,-5,-14,2,1,1,0,-1,15,31,2751,2803,2411,1
EUW1_6869769516,2,0,0,0,3,9,0,1,0,-3,-19,-1,4422,2722,6178,1
EUW1_6869648960,1,0,1,0,2,3,0,-1,0,-4,-20,-20,-128,-1015,-723,1
EUW1_6868819953,2,1,0,4,1,13,0,2,0,-1,-11,31,5818,5072,17262,1
EUW1_6876541667,0,0,2,-2,-200,-1,0,-1,0,-8,11,-13,-2840,103,-5009,1
EUW1_6876519885,0,0,2,-7,-7,-9,0,-2,0,-6,-39,-19,-5564,-5384,-7582,0
EUW1_6870538156,1,0,1,-2,139,-5,0,-1,0,-3,-14,8,-1730,-2449,1148,0
EUW1_6870454007,1,0,1,5,342,-10,0,-1,0,-7,50,17,-3371,-1211,-1512,0
EUW1_6880910180,0,1,1,0,6,9,0,0,0,4,48,5,7409,3571,14557,1
EUW1_6880886034,1,1,1,0,-37,-6,-1,0,0,-2,4,-23,-1100,-675,336,0
EUW1_6880879680,0,0,2,-2,-121,-13,-1,-3,0,-13,-35,-20,-10762,-4163,-19636,0
EUW1_6879645915,1,0,1,-1,-6,-11,0,-3,0,-11,-17,-2,-8130,-4860,-15760,0
EUW1_6879406111,1,1,0,-3,-12,0,0,-1,0,-8,1,-23,-2621,-2138,-4953,1
EUW1_6878612148,0,0,2,-4,10,-11,0,0,0,-10,-24,-38,-6031,-4118,-11851,0
EUW1_6878429468,2,1,0,-1,114,12,0,1,0,-7,24,6,5809,3840,8842,1
EUW1_6875903596,1,0,1,-6,-9,-4,0,-2,0,-7,-63,-16,-4169,-3047,-13258,0
EUW1_6875126799,1,0,0,1,-2,-7,0,-1,0,-9,-26,46,-2687,-1269,-6507,0
EUW1_6875115928,2,0,0,-1,-1,11,-1,2,0,-8,34,32,5997,4975,-656,1
EUW1_6875103864,1,0,1,-2,1,3,0,0,0,-1,23,-12,987,-1000,-1264,0
EUW1_6871271643,1,1,0,4,5,19,0,2,0,4,65,4,9821,7986,11599,1
EUW1_6871233562,0,0,1,1,12,4,0,1,0,-3,31,3,3506,3139,944,0
EUW1_6868177620,1,0,1,-2,-5,-4,0,-2,0,-9,-21,18,-3204,-20,-2284,0
EUW1_6868103334,1,1,1,0,-2,-1,0,-1,0,-6,31,-29,-1989,-2076,3428,0
EUW1_6868054189,0,1,2,1,31,-2,1,-1,0,-1,44,-28,502,420,495,0
EUW1_6868002282,0,1,1,0,-4,-19,-1,-2,0,-17,-45,-25,-8701,-6206,-15041,0
EUW1_6859480909,1,1,1,3,10,4,0,1,0,-5,-38,-20,1184,30,30,1
EUW1_6859454234,0,0,2,8,7,11,-1,0,0,-4,9,-10,4221,3145,9123,0
EUW1_6854365325,1,0,1,3,-45,3,0,-1,0,-1,-17,-8,1245,-1494,2448,0
EUW1_6854342713,2,0,0,-1,-4,17,1,4,0,8,101,15,10611,7552,11488,1
EUW1_6853057195,1,0,1,-2,-4,9,1,1,0,-2,-2,14,4656,2608,3201,1
EUW1_6853049685,0,0,1,1,-8,-4,0,0,0,-5,-44,-22,-2731,-750,-3499,1
EUW1_6851925532,0,0,1,-2,-6,17,1,2,0,-1,43,20,9416,7723,15855,1
EUW1_6851874359,1,0,0,4,-1,2,0,-1,0,-10,-57,9,-1749,-1635,-3551,0
EUW1_6850573403,0,0,2,0,6,3,0,0,0,-4,21,-24,678,-307,10534,1
EUW1_6850533008,1,1,1,5,169,-5,0,-1,0,-4,12,-5,-3123,-2961,-8602,0
EUW1_6850309848,1,1,1,-8,-24,-8,-1,-1,0,-10,-18,-21,-5253,-4505,-6412,0
EUW1_6850280296,1,1,0,4,4,12,0,-1,0,-6,71,65,11119,7474,11694,1
EUW1_6850260944,0,0,2,-4,16,-3,0,1,0,-4,33,1,-825,676,-7105,0
EUW1_6850198978,0,0,1,0,5,-4,0,-1,0,-5,-62,21,-2440,-1211,-2338,0
EUW1_6849833736,2,1,0,-1,-1,7,0,0,0,-8,13,-6,1415,1277,5867,1
EUW1_6849786230,2,1,0,0,-4,9,0,1,0,-2,9,-19,4212,691,6660,1
EUW1_6849733953,0,0,1,0,1,-1,0,1,0,-1,36,32,2058,1321,-6512,1
EUW1_6849680252,0,0,1,-5,-71,-15,0,-3,0,-13,-109,-43,-10900,-4515,-13241,0
EUW1_6849409452,0,1,1,-4,41,-4,0,0,0,-2,-36,3,-2112,-2524,-3550,1
EUW1_6849362931,0,1,1,0,-1,-1,0,-1,0,-7,-109,-11,-3343,-2353,-11320,0
EUW1_6880046231,0,1,1,-1,-1,0,-1,0,0,-5,49,-40,1866,-1171,-5145,1
EUW1_6879161047,0,0,1,-2,-13,-2,0,0,0,-8,-6,23,-1144,-564,1633,1
EUW1_6878394369,0,0,1,-3,-9,0,0,0,0,-4,-2,-3,-730,1032,-7546,0
EUW1_6878194758,0,0,2,2,-10,10,0,-1,0,-1,3,19,2828,3918,-3249,0
EUW1_6878154177,1,1,1,-1,6,0,-1,0,0,-11,-79,-40,-2876,-2398,-5360,0
EUW1_6878120764,0,1,2,0,-4,3,1,0,0,-2,-13,-8,-718,-184,2282,0
EUW1_6877633719,0,0,1,1,200,-5,0,0,0,-1,-21,-44,-2852,-2089,-9075,1
EUW1_6877569280,0,1,1,-1,-47,3,1,1,0,1,13,35,3566,1372,2163,0
EUW1_6877499208,0,1,2,1,-7,5,0,1,0,-2,-28,7,3228,-1330,157,0
EUW1_6877460551,0,0,1,-5,-11,-14,0,-2,0,-8,-42,-27,-8919,-4837,-13866,0
EUW1_6875992918,0,1,2,-2,-6,-8,-1,-1,0,-10,-16,-12,-4729,-3950,-19342,0
EUW1_6875951539,0,0,1,-5,-37,-17,0,-2,0,-12,-82,-19,-9581,-8354,-6659,0
EUW1_6875806775,1,0,1,-1,1,-5,0,-2,0,-8,1,51,-2992,912,-9757,0
EUW1_6875760396,2,0,0,2,-2,5,0,0,0,0,8,40,3050,5909,1410,1
EUW1_6875700392,0,1,2,-1,-7,-4,0,-2,0,-3,39,21,1689,1019,-6075,0
EUW1_6875593983,0,1,1,-1,-5,-3,0,-1,0,-3,-26,-7,-3489,-2608,-2293,0
EUW1_6875541620,0,1,1,6,20,13,1,1,0,-9,15,-9,4616,3759,4572,1
EUW1_6875497247,1,0,1,-4,-4,-7,0,0,0,-3,-31,14,-2702,-2085,-8661,0
EUW1_6883703101,0,0,1,0,0,-2,0,2,0,-3,-7,-3,2544,1338,-327,1
EUW1_6841656799,0,1,2,-7,188,2,1,1,0,1,68,33,4277,3294,-4912,0
EUW1_6841573985,0,1,1,4,174,4,0,1,0,-3,41,24,2675,1351,-1931,1
EUW1_6841507022,0,1,2,0,-22,-1,0,1,0,-2,43,27,2165,829,2618,0
EUW1_6841459674,0,0,1,-2,-2,-3,0,1,0,1,9,-1,180,-1071,-4016,1
EUW1_6840658779,0,0,1,-1,-7,-6,0,0,0,-7,34,4,-730,316,-5607,1
EUW1_6838559185,1,1,1,0,21,8,0,-1,0,-7,-24,-33,1291,950,-1919,1
EUW1_6838437994,1,1,1,-1,0,-5,-1,1,0,-5,4,28,-848,-2389,-51,1
EUW1_6837526868,0,0,2,-4,-96,-15,0,-3,0,-6,-33,-9,-6826,-5978,-2881,0
EUW1_6837170486,2,1,0,2,48,5,0,0,0,-2,-6,-4,3516,1813,-3628,1
EUW1_6837105232,2,0,0,-3,2,7,0,0,0,-3,10,5,1488,1085,4657,1
EUW1_6837057091,1,1,1,3,5,-5,-1,-1,0,-6,-61,-5,-2136,-2426,-1143,1
EUW1_6837021840,2,1,0,5,12,5,0,1,0,-4,-2,28,4397,4970,5559,1
EUW1_6836977633,0,1,2,1,-265,-4,0,0,0,-9,-71,4,-3093,-3696,-14803,0
EUW1_6836827811,0,1,1,-6,122,-5,0,0,0,-9,17,-16,-1183,-771,-7600,0
EUW1_6836707073,0,0,2,3,-1,-8,0,-1,0,-6,-16,-18,-5965,-5238,-3062,0
EUW1_6833438575,0,1,2,1,-94,3,0,0,0,-4,7,-7,1886,169,4100,1
EUW1_6833341220,0,0,1,-3,26,2,1,-3,0,-8,-66,0,-248,-2403,1545,1
EUW1_6833259385,1,0,1,5,1,0,1,-1,0,-11,-31,8,-1205,-448,-3164,0
EUW1_6833208186,1,0,1,-2,0,-13,0,-2,0,-11,-73,-22,-8979,-6455,-12442,0
EUW1_6882498258,1,1,1,-8,-16,-1,-1,1,0,-6,-8,64,614,1430,-98,1
EUW1_6881015294,0,1,1,2,-3,4,1,1,0,1,25,23,4370,1111,7946,1
EUW1_6882034706,1,0,0,-3,8,16,1,-1,0,-5,127,42,12897,9710,20857,1
EUW1_6881304962,1,1,0,1,17,4,0,-2,0,-1,40,9,4288,2174,6343,1
EUW1_6880279074,1,0,1,4,1,3,0,-1,0,-2,15,9,1770,302,5018,0
EUW1_6878519890,0,0,2,-3,2,-6,0,0,0,-6,-16,0,-3299,-162,-2166,0
EUW1_6878470621,1,1,0,-7,9,-7,0,-2,0,-10,-5,5,-3384,-2186,-5906,0
EUW1_6877448106,0,0,2,3,-68,-1,0,0,0,-5,14,-33,-559,-123,4117,0
EUW1_6877328240,1,0,1,-4,-12,-10,0,-3,0,-13,-59,-28,-6217,-5680,-1458,0
EUW1_6874493628,0,1,2,-4,-6,0,1,-1,0,-4,-7,-1,-243,-555,-3977,0
EUW1_6874421670,0,1,2,-4,-3,-1,1,0,0,-6,-2,0,-635,9,-2737,1
EUW1_6874325872,1,0,0,-5,-24,6,0,1,0,2,73,44,6558,5442,5406,1
EUW1_6874294090,0,0,1,-4,-7,-20,0,-4,0,-13,-72,-21,-12728,-9429,-15383,0
EUW1_6874191362,0,1,1,-1,-7,2,0,-2,0,-2,16,9,4392,340,3734,0
EUW1_6874161299,0,1,1,-3,21,-5,0,-1,0,-10,-35,-44,-5686,-3659,-5807,0
EUW1_6874077954,1,0,1,2,-2,-10,0,0,0,-8,-71,35,-3829,-4770,-7077,1
EUW1_6874032461,0,1,1,2,-16,1,0,0,0,-8,6,4,516,2372,248,0
EUW1_6881433327,0,1,1,-2,-4,1,0,1,0,-8,48,-7,369,857,1040,0
EUW1_6873207926,1,0,1,0,-8,1,-1,-1,0,-8,-59,32,122,1115,10485,1
EUW1_6871789863,0,0,2,-1,-22,3,1,-2,0,-2,2,-23,1909,-548,4753,1
EUW1_6863637404,2,0,0,4,-1,10,0,2,0,4,32,4,5414,4036,4274,1
EUW1_6855100532,0,0,2,1,142,4,0,0,0,-6,-43,16,1912,1095,1675,1
EUW1_6844035141,0,1,2,3,5,-2,0,0,0,-8,27,-12,-522,-1112,3272,0
EUW1_6843990026,0,0,2,-1,-1,-3,0,-1,0,-9,-63,-3,-2790,-1675,-7546,0
EUW1_6843929404,2,1,0,-1,5,9,0,0,0,-4,25,-26,4404,2002,11391,1
EUW1_6843858466,0,0,1,2,188,0,0,-1,0,-7,-6,-8,-679,-114,-2846,0
EUW1_6843819433,2,0,0,3,43,6,0,3,0,5,101,16,6983,5017,5110,1
EUW1_6843788857,0,0,1,4,14,-13,0,-1,0,-13,-28,-2,-3277,-3927,-8848,0
EUW1_6843759584,0,1,2,-2,-7,-4,0,-3,0,-12,-27,-63,-6027,-4194,-6983,0
EUW1_6843732048,0,0,2,-1,9,-2,-1,-4,0,-15,-124,-21,-6317,-2543,-73,0
EUW1_6843698403,1,0,1,0,8,-1,1,2,0,-1,-49,-6,-142,-1962,-3089,0
EUW1_6843681926,2,0,0,-2,107,-7,0,0,0,-5,15,33,-1045,883,-1790,1
EUW1_6843241232,2,0,0,0,-13,2,1,-1,0,-10,15,10,2092,1015,10792,0
EUW1_6843178670,0,0,2,1,-8,-3,0,-1,0,-8,6,-36,-3319,-1322,-1657,0
EUW1_6843112016,0,0,2,-1,9,-9,0,0,0,-6,4,24,-851,-1482,-3613,1
EUW1_6843025977,0,0,1,2,2,-10,0,0,0,0,-36,16,-3307,-2001,-15319,0
EUW1_6842954652,1,1,1,1,-74,3,1,0,0,-2,-1,10,1387,379,-5022,1
EUW1_6842873088,2,0,0,1,-94,2,-1,-1,0,-12,-22,17,-2276,-1867,-831,1
EUW1_6841990288,2,1,0,2,-7,11,0,0,0,-1,28,24,5936,4890,6686,1
EUW1_6841930429,1,1,0,-2,-1,12,0,2,0,-6,73,1,5504,4020,16449,1
EUW1_6854451202,0,1,2,0,-18,-7,0,-1,0,-7,-4,-12,-3898,-5610,-4821,0
EUW1_6854428539,1,1,1,3,9,2,0,0,0,-2,-49,9,2200,-479,3559,1
EUW1_6853572748,0,0,1,1,-1,-16,0,-2,0,-8,-26,-8,-9100,-3382,-15617,1
EUW1_6853522112,2,1,0,2,0,2,0,0,0,-12,10,24,1854,683,-4103,0
EUW1_6853456197,1,0,0,11,10,-4,0,-1,0,-9,-72,-18,-5318,-2606,-7809,0
EUW1_6853419842,1,1,1,3,-1,3,0,0,0,2,51,-18,3620,1208,5523,1
EUW1_6853383845,1,0,1,6,11,7,0,-1,0,-5,-20,-6,3496,1913,8523,1
EUW1_6853345776,0,1,2,6,7,-1,0,-1,0,-8,14,-27,-1341,-1643,-1502,0
EUW1_6846650412,0,0,1,1,8,-3,0,-1,0,-7,-13,-2,-1671,-518,-7667,1
EUW1_6846609472,0,0,2,-3,39,-9,0,-1,0,-6,-19,-26,-5334,-4323,-4429,0
EUW1_6846354094,0,0,2,0,-1,-1,-1,0,0,-5,-42,0,-1119,-1483,-518,0
EUW1_6846312029,2,0,0,-6,-108,-10,1,-1,0,-9,14,-3,-2789,-3856,-8079,0
EUW1_6846245053,1,0,1,0,-66,3,0,0,0,-2,-5,3,1143,2431,6707,1
EUW1_6846212271,0,1,2,5,-158,8,0,1,0,2,54,14,6771,4408,15943,1
EUW1_6846118723,1,0,0,0,7,0,0,-2,0,-7,-68,-1,-326,-569,2964,0
EUW1_6862027104,2,0,0,-1,5,-2,0,0,0,-3,11,10,-898,285,-2052,1
EUW1_6862012381,0,1,2,4,-150,-4,0,0,0,-10,-75,4,-2966,-2628,-669,1
EUW1_6861794402,0,1,1,-2,-6,0,-1,-1,0,-7,-42,0,-1093,-1146,-1097,1
EUW1_6861574611,1,0,1,1,3,3,0,-2,0,-12,29,-18,-510,1973,-3103,1
EUW1_6857251620,2,1,0,3,2,10,0,2,0,0,46,0,5427,2624,4040,1
EUW1_6854779173,0,0,2,1,-13,-9,0,-1,0,-7,-39,-16,-4998,-688,-7022,0
EUW1_6841229846,1,1,0,-4,-9,1,0,-1,0,-4,5,20,371,-473,6905,0
EUW1_6841166990,1,1,1,-3,52,0,0,1,0,-3,17,17,1928,144,1582,1
EUW1_6838261924,0,0,2,1,-1,-6,0,-1,0,-9,-23,-34,-3704,-2919,-7413,1
EUW1_6836840490,0,1,1,-3,-3,8,0,0,0,-4,20,-4,3156,2159,8159,1
EUW1_6835387350,1,1,0,-3,-50,-4,0,-3,0,-11,14,6,-2624,-524,-4286,0
EUW1_6835365444,0,0,2,-1,4,-4,0,0,0,-1,21,20,-383,262,1113,1
EUW1_6831036952,2,0,0,-3,-2,7,0,1,0,7,54,14,4027,2518,13080,1
EUW1_6830168798,1,0,1,-6,-6,1,-1,-1,0,-7,10,28,830,1590,1734,1
EUW1_6825390615,0,0,2,-1,5,-8,-1,-2,0,-12,-24,-3,-4728,-1635,-9437,0
EUW1_6823908407,0,1,2,3,-15,5,0,0,0,-7,-54,-3,495,746,3819,0
EUW1_6823883476,1,0,1,2,1,13,1,0,0,5,67,9,6951,6515,17308,1
EUW1_6823855196,1,1,1,-1,-44,-5,0,-2,0,-12,-91,0,-5430,-3980,-6579,0
EUW1_6850852500,1,1,1,-2,-9,1,0,0,0,-6,22,0,-125,1516,-2010,0
EUW1_6850787517,1,0,1,3,-18,-1,0,0,0,-2,-14,-11,-652,-1647,-6623,1
EUW1_6850585401,1,1,0,4,-6,16,1,2,0,-5,77,24,10067,6300,17816,1
EUW1_6847687207,2,1,0,1,6,6,1,0,0,0,-8,1,3897,612,17841,1
EUW1_6833589773,0,1,1,-4,11,-3,0,0,0,-7,44,5,-1183,1178,2498,1
EUW1_6829688300,0,1,1,0,-31,2,0,1,0,6,86,9,2364,3687,2234,1
EUW1_6829649665,0,1,2,-1,-5,2,0,0,0,-2,9,4,2030,170,3007,0
EUW1_6829607531,0,0,1,3,-6,-6,0,-2,0,-11,9,0,-5380,-234,-7083,0
EUW1_6829051740,1,0,0,0,12,5,0,1,0,-6,5,4,3275,-178,9768,0
EUW1_6828654528,0,0,2,-3,-1,-5,0,-2,0,-4,11,12,-2673,238,-9447,0
EUW1_6828333876,0,1,2,-1,0,-1,1,-1,0,-9,-51,4,-2682,-3949,-826,0
EUW1_6828275240,1,0,0,-1,-4,-1,0,-1,0,-6,51,7,2460,1666,9433,1
EUW1_6828242769,1,1,1,-2,-43,2,0,0,0,-5,-22,4,406,-1865,-2193,0
EUW1_6828196055,1,0,1,-4,9,-6,1,1,0,2,35,17,-184,1632,-3824,0
EUW1_6828161717,0,1,2,0,-26,-9,0,-1,0,-6,-54,-16,-4082,-3232,-10414,0
EUW1_6828128446,0,0,2,-3,21,-13,0,-4,0,-13,-82,7,-11127,-3912,-5126,0
EUW1_6827968571,1,1,1,1,-7,7,1,1,0,-1,18,-4,3652,2408,4955,1
EUW1_6827665069,0,1,1,2,-13,-5,0,-1,0,-7,-5,3,-1639,-1657,-4463,0
EUW1_6827614364,1,1,0,3,6,5,0,2,0,-2,12,61,6010,4148,11779,1
EUW1_6827558299,0,1,1,1,6,12,1,0,0,-2,-26,22,7974,2283,11369,1
EUW1_6879518226,0,1,1,-2,-1,3,0,2,0,4,10,-8,4220,2147,9465,1
EUW1_6879494907,0,1,1,0,-4,2,0,-1,0,-6,37,-19,-1032,638,6287,0
EUW1_6862882143,1,0,1,2,1,-9,-1,-1,0,-8,-32,-28,-5906,-3774,-11461,1
EUW1_6861165815,0,0,2,-1,19,-3,0,0,0,-10,-10,13,-2386,117,-3275,0
EUW1_6861111072,2,1,0,-2,-1,9,1,1,0,-4,9,5,3847,2370,7439,1
EUW1_6861075401,0,0,2,-2,4,-6,0,-4,0,-11,-69,-12,-7615,-3520,1355,0
EUW1_6861051014,1,0,1,-5,-58,-3,0,-1,0,-4,28,-30,1210,-1300,1108,1
EUW1_6860946918,2,0,0,-4,38,3,-1,-1,0,-12,-18,2,-1887,411,900,0
